"薬品マスタ","2026/03/04"
"PK","","TZMYAKUHINMEISHO","TZMYAKUHIN","TZMYAKUHINBETSUKIHONJOHOKUBUN","","TZMYAKUKA","TZMYAKUHINMEISHO","TZMYAKUHIN","","TZMYAKUHINBETSUKIHONJOHOKUBUN",""
"YAKUHIN_CODE","","YAKUHIN_NM","HOST_CODE","SAIYO_DIV","","YAKKA","YAKUHIN_NM_KANA","ZAIKEI_CODE","","DOKUGEKIYAKU_DIV",""
"コード(区分値)","コード","名称","ホストコード","採用区分（区分値）(区分値)","採用区分（区分値）","薬価","カナ名称","剤形(区分値)","剤形","毒劇薬（区分値）(区分値)","毒劇薬（区分値）"
"ｾﾊｿ002","ｾﾊｿ002","セパゾン錠２","ｾﾊﾟｿﾞ2","1","","6.00000","ｾﾊﾟｿﾞﾝｼﾞｮｳ2","001","錠剤","0",""
"ｾﾊﾐ001","ｾﾊﾐ001","セパミット細粒１％","","2","","13.40000","ｾﾊﾟﾐﾂﾄｻｲﾘﾕｳ1%","004","細粒","2",""
"ｾﾋﾕ001","ｾﾋﾕ001","ゼビュディ点滴静注液５００ｍｇ","ｾﾞﾋﾞｭ","0","","0","ｾﾞﾋﾞｭﾃﾞｨﾃﾝﾃｷｼﾞｮｳﾁｭｳｴｷ500mg","025","注射剤","0",""
"ｾﾌｱ001","ｾﾌｱ001","セファゾリンナトリウム注射用１ｇ「日医工」","ｾﾌｧ","0","","346.00000","ｾﾌｧｿﾞﾘﾝﾅﾄﾘｳﾑﾁｭｳｼｬﾖｳ1g｢ﾆﾁｲｺｳ｣","025","注射剤","0",""
"ｾﾌｴ001","ｾﾌｴ001","セフェピム塩酸塩静注用１ｇ「サンド」","ｾﾌｪ","1","","522.00000","ｾﾌｪﾋﾟﾑｴﾝｻﾝｴﾝｼﾞｮｳﾁｭｳﾖｳ1g｢ｻﾝﾄﾞ｣","025","注射剤","0",""
"ｾﾌﾀ001","ｾﾌﾀ001","セフタジジム静注用１ｇ「日医工」","ｾﾌﾀ","0","","446.00000","ｾﾌﾀｼﾞｼﾞﾑｼﾞｮｳﾁｭｳﾖｳ1g｢ﾆﾁｲｺｳ｣","025","注射剤","0",""
"ｾﾌﾀ002","ｾﾌﾀ002","セフタジジム静注用１ｇ「ＶＴＲＳ」","","1","","686.00000","ｾﾌﾀｼﾞｼﾞﾑｼﾞﾖｳﾁﾕｳﾖｳ1GVTRS","025","注射剤","0",""
"ｾﾌﾄ001","ｾﾌﾄ001","セフトリアキソンナトリウム静注用１ｇ「日医工」","ｾﾌﾄ","1","","422.00000","ｾﾌﾄﾘｱｷｿﾝﾅﾄﾘｳﾑｼﾞｮｳﾁｭｳﾖｳ1g｢ﾆﾁｲｺｳ｣","025","注射剤","0",""
"ｾﾌﾘ001","ｾﾌﾘ001","ゼプリオン水懸筋注２５ｍｇシリンジ","ｾﾞﾌﾟﾘ1","1","","17160.00000","ｾﾞﾌﾟﾘｵﾝｽｲ懸ｷﾝﾁｭｳ25mgｼﾘﾝｼﾞ","025","注射剤","2",""
"ｾﾌﾘ002","ｾﾌﾘ002","ゼプリオン水懸筋注５０ｍｇシリンジ","ｾﾞﾌﾟﾘ2","1","","27994.00000","ｾﾞﾌﾟﾘｵﾝｽｲ懸ｷﾝﾁｭｳ50mgｼﾘﾝｼﾞ","025","注射剤","2",""
"ｾﾌﾘ003","ｾﾌﾘ003","ゼプリオン水懸筋注７５ｍｇシリンジ","ｾﾞﾌﾟﾘ3","1","","36826.00000","ｾﾞﾌﾟﾘｵﾝｽｲ懸ｷﾝﾁｭｳ75mgｼﾘﾝｼﾞ","025","注射剤","2",""
"ｾﾌﾘ004","ｾﾌﾘ004","ゼプリオン水懸筋注１００ｍｇシリンジ","ｾﾞﾌﾟﾘ4","1","","44680.00000","ｾﾞﾌﾟﾘｵﾝｽｲ懸ｷﾝﾁｭｳ100mgｼﾘﾝｼﾞ","025","注射剤","2",""
"ｾﾌﾘ005","ｾﾌﾘ005","ゼプリオン水懸筋注１５０ｍｇシリンジ","ｾﾞﾌﾟﾘ5","1","","57335.00000","ｾﾞﾌﾟﾘｵﾝｽｲ懸ｷﾝﾁｭｳ150mgｼﾘﾝｼﾞ","025","注射剤","2",""
"ｾﾗﾗ001","ｾﾗﾗ001","セララ錠５０ｍｇ","ｾﾗﾗ","2","","40.20000","ｾﾗﾗｼﾞｮｳ50mg","001","錠剤","0",""
"ｾﾘﾝ001","ｾﾘﾝ001","セリンクロ錠１０ｍｇ","ｾﾘﾝ","0","","301.50000","ｾﾘﾝｸﾛｼﾞｮｳ10mg","001","錠剤","2",""
"ｾﾙｼ001","ｾﾙｼ001","２ｍｇセルシン錠","ｾﾙｼ1","0","","6.20000","2mgｾﾙｼﾝｼﾞｮｳ","001","錠剤","0",""
"ｾﾙｼ002","ｾﾙｼ002","５ｍｇセルシン錠","ｾﾙｼ5","0","","9.70000","5mgｾﾙｼﾝｼﾞｮｳ","001","錠剤","0",""
"ｾﾙｼ003","ｾﾙｼ003","セルシン注射液１０ｍｇ","ｾﾙｼ","0","","82.00000","ｾﾙｼﾝﾁｭｳｼｬｴｷ10mg","025","注射剤","0",""
"ｾﾙﾄ001","ｾﾙﾄ001","セルトラリン錠２５ｍｇ「明治」","","1","","14.40000","ｾﾙﾄﾗﾘﾝｼﾞﾖｳ25MGﾒｲｼﾞ","001","錠剤","2",""
"ｾﾚｺ001","ｾﾚｺ001","セレコキシブ錠１００ｍｇ「ＤＳＥＰ」","ｾﾚｺ","1","","6.10000","ｾﾚｺｷｼﾌﾞｼﾞｮｳ100mg｢DSEP｣","001","錠剤","2",""
"ｾﾚｼ001","ｾﾚｼ001","セレジストＯＤ錠５ｍｇ","ｾﾚｼﾞ","0","","651.30000","ｾﾚｼﾞｽﾄODｼﾞｮｳ5mg","001","錠剤","0",""
"ｾﾚｽ001","ｾﾚｽ001","セレスタミン配合錠","ｾﾚｽﾀ**","1","","8.00000","ｾﾚｽﾀﾐﾝﾊｲｺﾞｳｼﾞｮｳ","001","錠剤","0",""
"ｾﾚﾆ001","ｾﾚﾆ001","セレニカＲ顆粒４０％","","1","","36.70000","ｾﾚﾆｶRｶﾘﾕｳ40%","005","顆粒","0",""
"ｾﾚﾈ001","ｾﾚﾈ001","セレネース注５ｍｇ","ｾﾚﾈｰｽﾁ","1","","100.00000","ｾﾚﾈｰｽﾁｭｳ5mg","025","注射剤","2",""
"ｾﾚﾈ002","ｾﾚﾈ002","セレネース内服液０．２％","ｾﾚﾈｰｽｴ","1","","15.10000","ｾﾚﾈ-ｽﾅｲﾌｸｴｷ0.2%","007","液（内用）","2",""
"ｾﾝﾉ001","ｾﾝﾉ001","センノシド錠１２ｍｇ「トーワ」","ｾﾝﾉｼﾞ","0","","5.30000","ｾﾝﾉｼﾄﾞｼﾞｮｳ12mg｢ﾄｰﾜ｣","001","錠剤","0",""
"ｾﾝﾉ002","ｾﾝﾉ002","センノシド顆粒８％「日医工」","ｾﾝﾉｼ","0","","10.70000","ｾﾝﾉｼﾄﾞｶﾘｭｳ8%｢ﾆﾁｲｺｳ｣","003","散","0",""
"ｾﾝﾉ003","ｾﾝﾉ003","センノシド錠１２ｍｇ「クニヒロ」","","1","","5.30000","ｾﾝﾉｼﾄﾞｼﾞﾖｳ12MGｸﾆﾋﾛ","001","錠剤","0",""
"ｾﾝﾌ001","ｾﾝﾌ001","センブリ・重曹散「ヨシダ」","ｾﾝﾌﾞﾘ","1","","7.70000","ｾﾝﾌﾞﾘ･ｼﾞｭｳｿｳｻﾝ｢ﾖｼﾀﾞ｣","003","散","0",""
"ｿｼﾝ001","ｿｼﾝ001","ゾシン静注用４．５","ｿﾞｼﾝ","1","","1144.00000","ｿﾞｼﾝｼﾞｮｳﾁｭｳﾖｳ4.5","025","注射剤","0",""
"ｿﾀｺ001","ｿﾀｺ001","ソタコール錠８０ｍｇ","ｿﾀｺ","0","","202.30000","ｿﾀｺｰﾙｼﾞｮｳ80mg","001","錠剤","0",""
"ｿﾀﾛ001","ｿﾀﾛ001","ソタロール塩酸塩錠８０ｍｇ「ＴＥ」","","2","","60.30000","ｿﾀﾛ-ﾙｴﾝｻﾝｴﾝｼﾞﾖｳ80MGTE","001","錠剤","0",""
"ｿﾃﾋ001","ｿﾃﾋ001","ゾテピン錠２５ｍｇ「ヨシトミ」","ｿﾞﾃﾋﾟ2","0","","5.90000","ｿﾞﾃﾋﾟﾝｼﾞｮｳ25mg｢ﾖｼﾄﾐ｣","001","錠剤","2",""
"ｿﾃﾋ002","ｿﾃﾋ002","ゾテピン錠５０ｍｇ「ヨシトミ」","ｿﾞﾃﾋﾟ3","0","","8.70000","ｿﾞﾃﾋﾟﾝｼﾞｮｳ50mg｢ﾖｼﾄﾐ｣","001","錠剤","2",""
"ｿﾃﾋ003","ｿﾃﾋ003","ゾテピン細粒５０％「ヨシトミ」","ｿﾞﾃﾋﾟ1","0","","76.60000","ｿﾞﾃﾋﾟﾝｻｲﾘｭｳ50%｢ﾖｼﾄﾐ｣","003","散","2",""
"ｿﾆｻ001","ｿﾆｻ001","ゾニサミド錠１００ｍｇ「アメル」","ｿﾞﾆｻ","1","","11.70000","ｿﾞﾆｻﾐﾄﾞｼﾞｮｳ100mg｢ｱﾒﾙ｣","001","錠剤","2",""
"ｿﾆｻ003","ｿﾆｻ003","ゾニサミドＯＤ錠２５ｍｇＴＲＥ「ＤＳＥＰ」","","1","","275.00000","ｿﾞﾆｻﾐﾄﾞODｼﾞﾖｳ25MGTREDSEP","001","錠剤","2",""
"ｿﾋｸ001","ｿﾋｸ001","ゾピクロン錠７．５ｍｇ「トーワ」","ｿﾞﾋﾟｸ","1","","6.70000","ｿﾞﾋﾟｸﾛﾝｼﾞｮｳ7.5mg｢ﾄｰﾜ｣","001","錠剤","0",""
"ｿﾌﾗ001","ｿﾌﾗ001","ソフラチュール貼付剤１０ｃｍ","ｿﾌﾗ1","0","","77.50000","ｿﾌﾗﾁｭｰﾙﾁｮｳﾌｻﾞｲ10cm","019","貼付剤","0",""
"ｿﾌﾙ001","ｿﾌﾙ001","ゾフルーザ錠２０ｍｇ","ｿﾞﾌﾙ","1","","2438.80000","ｿﾞﾌﾙｰｻﾞｼﾞｮｳ20mg","001","錠剤","0",""
"ｿﾗﾅ001","ｿﾗﾅ001","ソラナックス０．４ｍｇ錠","ｿﾗﾅｯｸｽ","1","","6.10000","ｿﾗﾅｯｸｽ0.4mgｼﾞｮｳ","001","錠剤","0",""
"ｿﾗﾅ002","ｿﾗﾅ002","ソラナックス０．８ｍｇ錠","ｿﾗﾅｯｸ*","1","","7.60000","ｿﾗﾅｯｸｽ0.8mgｼﾞｮｳ","001","錠剤","0",""
"ｿﾘﾌ001","ｿﾘﾌ001","ソリフェナシンコハク酸塩ＯＤ錠５ｍｇ「トーワ」","","1","","33.00000","ｿﾘﾌｴﾅｼﾝｺﾊｸｻﾝｴﾝODｼﾞﾖｳ5MGﾄ-ﾜ","001","錠剤","0",""
"ｿﾙﾀ001","ｿﾙﾀ001","ソルダクトン静注用１００ｍｇ","","2","","216.00000","ｿﾙﾀﾞｸﾄﾝｼﾞﾖｳﾁﾕｳﾖｳ100MG","025","注射剤","2",""
"ｿﾙﾃ001","ｿﾙﾃ001","ソルデム１輸液","ｿﾙﾃﾞﾑ","1","","184.00000","ｿﾙﾃﾞﾑ1ﾕｴｷ","025","注射剤","0",""
"ｿﾙﾃ002","ｿﾙﾃ002","ソルデム１輸液","ｿﾙﾃﾞﾑ2","1","","145.00000","ｿﾙﾃﾞﾑ1ﾕｴｷ","025","注射剤","0",""
"ｿﾙﾒ001","ｿﾙﾒ001","ソル・メドロール静注用５００ｍｇ","ｿﾙﾒ","0","","1668.00000","ｿﾙ･ﾒﾄﾞﾛｰﾙｼﾞｮｳﾁｭｳﾖｳ500mg","025","注射剤","0",""
"ﾀｲｱ001","ﾀｲｱ001","ダイアップ坐剤４","ﾀﾞｲｱｯﾌ","1","","50.70000","ﾀﾞｲｱｯﾌﾟｻﾞｻﾞｲ4","012","坐剤","0",""
"ﾀｲｱ002","ﾀｲｱ002","ダイアモックス錠２５０ｍｇ","ﾀﾞｲｱ","0","","18.00000","ﾀﾞｲｱﾓｯｸｽｼﾞｮｳ250mg","001","錠剤","0",""
"ﾀｲﾋ001","ﾀｲﾋ001","ダイビタミックス注","","1","","61.00000","ﾀﾞｲﾋﾞﾀﾐﾂｸｽﾁﾕｳ","025","注射剤","0",""
"ﾀｲﾌ001","ﾀｲﾌ001","ダイフェン配合錠","ﾀﾞｲﾌ","2","","15.10000","ﾀﾞｲﾌｪﾝﾊｲｺﾞｳｼﾞｮｳ","001","錠剤","0",""
"ﾀｸﾛ001","ﾀｸﾛ001","タクロリムスカプセル１ｍｇ「ニプロ」","","2","","153.50000","ﾀｸﾛﾘﾑｽｶﾌﾟｾﾙ1MGﾆﾌﾟﾛ","002","カプセル","2",""
"ﾀｹｷ001","ﾀｹｷ001","タケキャブ錠１０ｍｇ","ﾀｹｷ1","0","","94.30000","ﾀｹｷｬﾌﾞｼﾞｮｳ10mg","001","錠剤","0",""
"ﾀｹｷ002","ﾀｹｷ002","タケキャブ錠２０ｍｇ","ﾀｹｷ","0","","141.00000","ﾀｹｷｬﾌﾞｼﾞｮｳ20mg","001","錠剤","0",""
"ﾀｹｷ003","ﾀｹｷ003","タケキャブＯＤ錠１０ｍｇ","","1","","94.30000","ﾀｹｷﾔﾌﾞODｼﾞﾖｳ10MG","001","錠剤","0",""
"ﾀｹｷ004","ﾀｹｷ004","タケキャブＯＤ錠２０ｍｇ","","1","","141.00000","ﾀｹｷﾔﾌﾞODｼﾞﾖｳ20MG","001","錠剤","0",""
"ﾀｹﾌ001","ﾀｹﾌ001","タケプロン静注用３０ｍｇ","ﾀｹﾌﾟ30","1","","452.00000","ﾀｹﾌﾟﾛﾝｼﾞｮｳﾁｭｳﾖｳ30mg","025","注射剤","0",""
"ﾀﾁｵ001","ﾀﾁｵ001","タチオン錠５０ｍｇ","ﾀﾁｵ","2","","7.20000","ﾀﾁｵﾝｼﾞｮｳ50mg","001","錠剤","0",""
"ﾀﾌﾄ001","ﾀﾌﾄ001","ダプトマイシン静注用３５０ｍｇ「サワイ」","","0","","4446.00000","ﾀﾞﾌﾟﾄﾏｲｼﾝｼﾞﾖｳﾁﾕｳﾖｳ350MGｻﾜｲ","025","注射剤","0",""
"ﾀﾌﾏ001","ﾀﾌﾏ001","タフマックＥ配合カプセル","ﾀﾌﾏ1","0","","5.90000","ﾀﾌﾏｯｸEﾊｲｺﾞｳｶﾌﾟｾﾙ","002","カプセル","0",""
"ﾀﾌﾏ002","ﾀﾌﾏ002","タフマックＥ配合顆粒","","0","","9.30000","ﾀﾌﾏﾂｸEﾊｲｺﾞｳｶﾘﾕｳ","005","顆粒","0",""
"ﾀﾌﾛ001","ﾀﾌﾛ001","タプロス点眼液０．００１５％","ﾀﾌﾟﾛ","2","","541.70000","ﾀﾌﾟﾛｽﾃﾝｶﾞﾝｴｷ0.0015%","021","点眼剤","2",""
"ﾀﾌﾛ002","ﾀﾌﾛ002","ダーブロック錠２ｍｇ","","2","","157.40000","ﾀﾞ-ﾌﾞﾛﾂｸｼﾞﾖｳ2MG","001","錠剤","2",""
"ﾀﾐﾔ001","ﾀﾐﾔ001","ダミー薬品(散薬)","ﾀﾞﾐ1","0","","0","ﾀﾞﾐｰﾔｸ品(ｻﾝﾔｸ)","024","その他","0",""
"ﾀﾐﾔ002","ﾀﾐﾔ002","ダミー薬品(錠剤)","ﾀﾞﾐ","0","","0","ﾀﾞﾐｰﾔｸ品(ｼﾞｮｳｻﾞｲ)","024","その他","0",""
"ﾀﾑｽ001","ﾀﾑｽ001","タムスロシン塩酸塩ＯＤ錠０．２ｍｇ「サワイ」","ﾀﾑｽ","1","","18.50000","ﾀﾑｽﾛｼﾝｴﾝｻﾝｴﾝODｼﾞｮｳ0.2mg｢ｻﾜｲ｣","001","錠剤","0",""
"ﾀﾓｷ001","ﾀﾓｷ001","タモキシフェン錠２０ｍｇ「サワイ」","ﾀﾓｷ","0","","29.80000","ﾀﾓｷｼﾌｪﾝｼﾞｮｳ20mg｢ｻﾜｲ｣","001","錠剤","0",""
"ﾀﾗｼ001","ﾀﾗｼ001","ダラシンカプセル１５０ｍｇ","","2","","23.80000","ﾀﾞﾗｼﾝｶﾌﾟｾﾙ150MG","002","カプセル","0",""
"ﾀﾘｼ001","ﾀﾘｼ001","タリージェ錠５ｍｇ","","2","","92.50000","ﾀﾘ-ｼﾞｴｼﾞﾖｳ5MG","001","錠剤","0",""
"ﾀﾘﾋ001","ﾀﾘﾋ001","タリビッド眼軟膏０．３％","ﾀﾘﾋﾞ2","1","","113.50000","ﾀﾘﾋﾞｯﾄﾞｶﾞﾝﾅﾝｺｳ0.3%","014","軟膏","0",""
"ﾀﾘﾋ002","ﾀﾘﾋ002","タリビッド耳科用液０．３％","ﾀﾘﾋﾞ","1","","111.20000","ﾀﾘﾋﾞｯﾄﾞｼﾞｶﾖｳｴｷ0.3%","022","点耳薬","0",""
"ﾀﾘﾍ003","ﾀﾘﾍ003","ダルベポエチン アルファＢＳ注１２０μｇシリンジ「三和」","","2","","6155.00000","ﾀﾞﾙﾍﾞﾎﾟｴﾁﾝｱﾙﾌｱBSﾁﾕｳ120ﾏｲｸﾛGｼﾘﾝｼﾞｻﾝﾜ","025","注射剤","2",""
"ﾀﾙﾍ001","ﾀﾙﾍ001","ダルベポエチン アルファＢＳ注３０μｇシリンジ「三和」","ﾀﾞﾙﾍﾞ","2","","1976.00000","ﾀﾞﾙﾍﾞﾎﾟｴﾁﾝ ｱﾙﾌｧBSﾁｭｳ30μgｼﾘﾝｼﾞ｢ｻﾝﾜ｣","025","注射剤","2",""
"ﾀﾙﾍ002","ﾀﾙﾍ002","ダルベポエチン アルファＢＳ注６０μｇシリンジ「三和」","","2","","3424.00000","ﾀﾞﾙﾍﾞﾎﾟｴﾁﾝｱﾙﾌｱBSﾁﾕｳ60ﾏｲｸﾛGｼﾘﾝｼﾞｻﾝﾜ","025","注射剤","2",""
"ﾀﾙﾍ004","ﾀﾙﾍ004","ダルベポエチン アルファＢＳ注１５μｇシリンジ「三和」","","2","","1061.00000","ﾀﾞﾙﾍﾞﾎﾟｴﾁﾝｱﾙﾌｱBSﾁﾕｳ15ﾏｲｸﾛGｼﾘﾝｼﾞｻﾝﾜ","025","注射剤","2",""
"ﾀﾝｻ001","ﾀﾝｻ001","炭酸リチウム錠１００ｍｇ「アメル」","ﾀﾝｻﾝﾘ1","0","","5.90000","ﾀﾝｻﾝﾘﾁｳﾑｼﾞｮｳ100mg｢ｱﾒﾙ｣","001","錠剤","2",""
"ﾀﾝｻ002","ﾀﾝｻ002","炭酸リチウム錠２００ｍｇ「アメル」","ﾀﾝｻﾝﾘ2","0","","5.90000","ﾀﾝｻﾝﾘﾁｳﾑｼﾞｮｳ200mg｢ｱﾒﾙ｣","001","錠剤","2",""
"ﾀﾝｻ003","ﾀﾝｻ003","炭酸水素ナトリウム","ﾀﾝｻﾝｽ*","1","","0.77000","ﾀﾝｻﾝｽｲｿﾅﾄﾘｳﾑ","003","散","0",""
"ﾀﾝｻ004","ﾀﾝｻ004","炭酸リチウム錠２００ｍｇ「大正」","","1","","12.60000","ﾀﾝｻﾝﾘﾁｳﾑｼﾞﾖｳ200MGﾀｲｼﾖｳ","001","錠剤","2",""
"ﾀﾝｻ005","ﾀﾝｻ005","炭酸リチウム錠１００ｍｇ「大正」","","1","","8.90000","ﾀﾝｻﾝﾘﾁｳﾑｼﾞﾖｳ100MGﾀｲｼﾖｳ","001","錠剤","2",""
"ﾀﾝｼ001","ﾀﾝｼ001","単シロップ","ﾀﾝｼﾛ","0","","0.55000","ﾀﾝｼﾛｯﾌﾟ","007","液（内用）","0",""
"ﾀﾝﾄ001","ﾀﾝﾄ001","ダントリウムカプセル２５ｍｇ","ﾀﾞﾝﾄ1*","1","","17.60000","ﾀﾞﾝﾄﾘｳﾑｶﾌﾟｾﾙ25mg","002","カプセル","0",""
"ﾀﾝﾄ002","ﾀﾝﾄ002","ダントリウム静注用２０ｍｇ","ﾀﾞﾝﾄ1","1","","9039.00000","ﾀﾞﾝﾄﾘｳﾑｼﾞｮｳﾁｭｳﾖｳ20mg","025","注射剤","0",""
"ﾀﾝﾆ001","ﾀﾝﾆ001","タンニン酸アルブミン「ＶＴＲＳ」原末","ﾀﾝﾆﾝ","1","","7.20000","ﾀﾝﾆﾝｻﾝｱﾙﾌﾞﾐﾝ｢VTRS｣ｹﾞﾝﾏﾂ","003","散","0",""
"ﾀﾝﾎ001","ﾀﾝﾎ001","タンボコール錠５０ｍｇ","ﾀﾝﾎﾞ","2","","40.50000","ﾀﾝﾎﾞｺｰﾙｼﾞｮｳ50mg","001","錠剤","2",""
"ﾁｱﾌ001","ﾁｱﾌ001","チアプリド錠２５ｍｇ「ＪＧ」","ﾁｱﾌﾟ25","0","","8.20000","ﾁｱﾌﾟﾘﾄﾞｼﾞｮｳ25mg｢JG｣","001","錠剤","0",""
"ﾁｱﾌ002","ﾁｱﾌ002","チアプリド錠５０ｍｇ「ＪＧ」","ﾁｱﾌﾟ50","0","","10.40000","ﾁｱﾌﾟﾘﾄﾞｼﾞｮｳ50mg｢JG｣","001","錠剤","0",""
"ﾁｱﾌ003","ﾁｱﾌ003","チアプリド細粒１０％「ＪＧ」","ﾁｱﾌﾟ1","0","","11.70000","ﾁｱﾌﾟﾘﾄﾞｻｲﾘｭｳ10%｢JG｣","003","散","0",""
"ﾁｴﾅ001","ﾁｴﾅ001","チエナム点滴静注用０．５ｇ","ﾁｴﾅ","2","","960.00000","ﾁｴﾅﾑﾃﾝﾃｷｼﾞｮｳﾁｭｳﾖｳ0.5g","025","注射剤","0",""
"ﾁｸﾛ001","ﾁｸﾛ001","チクロピジン塩酸塩錠１００ｍｇ「日医工」","ﾁｸﾛ","0","","5.90000","ﾁｸﾛﾋﾟｼﾞﾝｴﾝｻﾝｴﾝｼﾞｮｳ100mg｢ﾆﾁｲｺｳ｣","001","錠剤","0",""
"ﾁｻﾆ001","ﾁｻﾆ001","チザニジン錠１ｍｇ「トーワ」","ﾁｻﾞﾆ","1","","6.10000","ﾁｻﾞﾆｼﾞﾝｼﾞｮｳ1mg｢ﾄｰﾜ｣","001","錠剤","0",""
"ﾁﾐﾍ001","ﾁﾐﾍ001","チミペロン錠１ｍｇ「アメル」","ﾁﾐﾍﾟ1","0","","6.10000","ﾁﾐﾍﾟﾛﾝｼﾞｮｳ1mg｢ｱﾒﾙ｣","001","錠剤","2",""
"ﾁﾐﾍ002","ﾁﾐﾍ002","チミペロン錠３ｍｇ「アメル」","ﾁﾐﾍﾟ3","0","","15.90000","ﾁﾐﾍﾟﾛﾝｼﾞｮｳ3mg｢ｱﾒﾙ｣","001","錠剤","2",""
"ﾁﾐﾍ003","ﾁﾐﾍ003","チミペロン細粒１％「アメル」","ﾁﾐﾍﾟｻ","0","","40.30000","ﾁﾐﾍﾟﾛﾝｻｲﾘｭｳ1%｢ｱﾒﾙ｣","003","散","2",""
"ﾁﾓﾛ001","ﾁﾓﾛ001","チモロール点眼液０．５％「ニッテン」","ﾁﾓﾛ","2","","52.30000","ﾁﾓﾛｰﾙﾃﾝｶﾞﾝｴｷ0.5%｢ﾆｯﾃﾝ｣","021","点眼剤","0",""
"ﾁﾕｳ001","ﾁﾕｳ001","注射用水ＰＬ「フソー」","ﾁｭｳｼｬ2","1","","147.00000","ﾁｭｳｼｬﾖｳｽｲPL｢ﾌｿｰ｣","025","注射剤","0",""
"ﾁﾕｳ002","ﾁﾕｳ002","注射用水ＰＬ「フソー」","ﾁｭｳｼｬｽ","1","","100.00000","ﾁｭｳｼｬﾖｳｽｲPL｢ﾌｿｰ｣","025","注射剤","0",""
"ﾁﾖｳ001","ﾁﾖｳ001","腸散Ⅱ(院内製剤)","ﾁｮｳｻﾝ","1","","0","腸ｻﾝ(院ﾅｲｾｲｻﾞｲ)","003","散","0",""
"ﾁﾗﾁ001","ﾁﾗﾁ001","チラーヂンＳ錠２５μｇ","ﾁﾗｰ25","1","","10.40000","ﾁﾗｰﾁﾞﾝSｼﾞｮｳ25μg","001","錠剤","2",""
"ﾁﾗﾁ002","ﾁﾗﾁ002","チラーヂンＳ錠５０μｇ","ﾁﾗｰｼﾞS","1","","10.40000","ﾁﾗｰﾁﾞﾝSｼﾞｮｳ50μg","001","錠剤","2",""
"ﾁﾗﾁ003","ﾁﾗﾁ003","チラーヂンＳ静注液２００μｇ","","2","","20192.00000","ﾁﾗ-ﾁﾞﾝSｼﾞﾖｳﾁﾕｳｴｷ200ﾏｲｸﾛG","025","注射剤","2",""
"ﾂｲﾐ001","ﾂｲﾐ001","ツイミーグ錠５００ｍｇ","","2","","34.10000","ﾂｲﾐ-ｸﾞｼﾞﾖｳ500MG","001","錠剤","0",""
"ﾂﾑﾗ007","ﾂﾑﾗ007","ツムラ八味地黄丸エキス顆粒（医療用）","ﾊﾁﾐ","2","","9.80000","ﾂﾑﾗﾊﾁﾐｼﾞｵｳｶﾞﾝｴｷｽｶﾘｭｳ(ｲﾘｮｳﾖｳ)","003","散","0",""
"ﾂﾑﾗ012","ﾂﾑﾗ012","ツムラ柴胡加竜骨牡蛎湯エキス顆粒（医療用）","ｻｲｺ","2","","20.30000","ﾂﾑﾗｻｲｺｶﾘｭｳｺﾂﾎﾞﾚｲﾄｳｴｷｽｶﾘｭｳ(ｲﾘｮｳﾖｳ)","003","散","0",""
"ﾂﾑﾗ014","ﾂﾑﾗ014","ツムラ半夏瀉心湯エキス顆粒（医療用）","ﾊﾝｹﾞ","0","","22.30000","ﾂﾑﾗﾊﾝｹﾞｼｬｼﾝﾄｳｴｷｽｶﾘｭｳ(ｲﾘｮｳﾖｳ)","003","散","0",""
"ﾂﾑﾗ016","ﾂﾑﾗ016","ツムラ半夏厚朴湯エキス顆粒（医療用）","ﾊﾝｹﾞｺ","2","","14.60000","ﾂﾑﾗﾊﾝｹﾞｺｳﾎﾞｸﾄｳｴｷｽｶﾘｭｳ(ｲﾘｮｳﾖｳ)","003","散","0",""
"ﾂﾑﾗ017","ﾂﾑﾗ017","ツムラ五苓散エキス顆粒（医療用）","ｺﾞﾚｲ","1","","13.60000","ﾂﾑﾗｺﾞﾚｲｻﾝｴｷｽｶﾘｭｳ(ｲﾘｮｳﾖｳ)","003","散","0",""
"ﾂﾑﾗ019","ﾂﾑﾗ019","ツムラ小青竜湯エキス顆粒（医療用）","","2","","12.80000","ﾂﾑﾗｼﾖｳｾｲﾘﾕｳﾄｳｴｷｽｶﾘﾕｳｲﾘﾖｳﾖｳ","005","顆粒","0",""
"ﾂﾑﾗ020","ﾂﾑﾗ020","ツムラ防已黄耆湯エキス顆粒（医療用）","ﾎﾞｳｲ","0","","9.60000","ﾂﾑﾗﾎﾞｳｲｵｳｷﾞﾄｳｴｷｽｶﾘｭｳ(ｲﾘｮｳﾖｳ)","003","散","0",""
"ﾂﾑﾗ023","ﾂﾑﾗ023","ツムラ当帰芍薬散エキス顆粒（医療用）","ﾄｳｷ","2","","14.90000","ﾂﾑﾗﾄｳｷｼｬｸﾔｸｻﾝｴｷｽｶﾘｭｳ(ｲﾘｮｳﾖｳ)","003","散","0",""
"ﾂﾑﾗ043","ﾂﾑﾗ043","ツムラ六君子湯エキス顆粒（医療用）","ﾘｯｸ","2","","18.00000","ﾂﾑﾗﾘｯｸﾝｼﾄｳｴｷｽｶﾘｭｳ(ｲﾘｮｳﾖｳ)","003","散","0",""
